ext_id,lat,lon,type,name,city
92351789,59.916590,10.78679,npc,Gullgraver,Oslo
90399113,59.899147,10.595047,special,Gunnar,Oslo
90841601,59.911766,10.780066,npc,Gunnar Ruud,Oslo
93568312,59.981948,10.459948,dungeon,Guriby stimarkør,Oslo
92386071,59.937401,10.790001,npc,Gutt Med Fugler,Oslo
92379670,59.909650,10.79125,dungeon,Gutta På Hjørnet,Oslo
91029272,59.919081,10.539481,dungeon,Gutten Med Seljefløyten,Oslo
90353732,59.914966,10.729966,dungeon,HAAKON VII,Oslo
93654303,59.946008,10.592008,dungeon,Haga,Oslo
90411134,59.942091,10.579091,dungeon,Haga Golfklubb,Oslo
91058625,59.934318,10.608218,special,Hagabråten Lysthus,Oslo
90338363,59.939006,10.643706,dungeon,Half Way,Oslo
90714701,59.922255,10.759055,npc,Hallén,Oslo
90353618,59.936806,10.722906,dungeon,Halvor Blindern,Oslo
93731593,59.919206,10.828106,dungeon,Halvor Halvorsens vei lekeplass,Oslo
90353745,59.926301,10.730801,dungeon,Hamsun's Home,Oslo
91215590,59.949174,10.767174,dungeon,Handelshøyskolen BI Oslo,Oslo
90344736,59.907754,10.741954,special,Hanne På Stranden,Oslo
93417840,59.917655,10.735555,npc,Hans Gude,Oslo
90353504,59.921526,10.720426,special,Hans Nilsen Hauge,Oslo
90358126,59.894907,10.632007,dungeon,Happy Cubes,Oslo
90354377,59.907518,10.772718,special,Harald Hardrådes plass,Oslo
90571164,59.919302,10.836102,dungeon,Harald Huysman Klatring,Oslo
93045551,59.940735,10.788635,dungeon,Haraldsheim,Oslo
90345209,59.921434,10.784234,dungeon,Hasle Kirke,Oslo
90345257,59.924334,10.793934,dungeon,Hasle T-Banestasjon,Oslo
91027233,59.916179,10.572179,dungeon,Haslum Idrettshall,Oslo
91106378,59.914875,10.564875,dungeon,Haslum Station,Oslo
91029263,59.910958,10.509958,dungeon,Hauger stasjon,Oslo
91724457,59.923002,10.859402,npc,Haugerud Fotballbane,Oslo
91199641,59.919881,10.855281,npc,Haugerud Lekeplass,Oslo
90349597,59.922088,10.855088,dungeon,Haugerud T-banestasjon,Oslo
91199648,59.918922,10.851922,npc,Haugeruds Historie,Oslo
93338256,59.904070,10.89707,dungeon,Haukåsen Radar,Oslo
91073783,59.897950,10.51125,dungeon,Haukeland80,Oslo
90366077,59.846029,10.803029,dungeon,Hauketo Train Station,Oslo
93419558,59.838932,10.806932,dungeon,Hauketo-Prinsdal Church,Oslo
91145170,59.920407,10.585307,special,Haukeveien Fotballbane,Oslo
90354089,59.919103,10.752203,dungeon,Hausmania Culture House,Oslo
90384713,59.909526,10.615426,dungeon,Havfruen,Oslo
91735086,59.907458,10.747158,npc,Havnelageret Hovedinngang,Oslo
90961054,59.910598,10.720298,npc,Havnepromenaden 04 - Vika,Oslo
93318725,59.931925,11.021925,npc,Havrestien playground,Oslo
92070249,59.906588,10.718988,dungeon,He,Oslo
90354709,59.954990,10.78749,special,Head On A Stake,Oslo
90525930,59.931500,10.7622,special,Heads in the Park,Oslo
90353845,59.935496,10.735696,dungeon,Heavy Burden,Oslo
90309031,59.958149,10.714549,npc,Heggehølet,Oslo
92432078,59.921888,10.725788,npc,Hei Sveis,Oslo
92070280,59.928951,10.650951,npc,Heiagjengen,Oslo
91939361,59.902104,10.514104,npc,Helgerud Kirke,Oslo
91182341,59.923891,10.532891,dungeon,Helleristninger,Oslo
92639547,59.910034,10.830734,dungeon,Hellerud Metro Station,Oslo
91241047,59.917151,10.848151,npc,Hellerudstubben Lekeplass,Oslo
91158086,59.844174,10.691174,dungeon,Hellvik Strand Infobad,Oslo
93604816,59.942189,10.519789,dungeon,Helsetlia lekeplass - øvre,Oslo
92559337,59.923323,10.720923,npc,Henrik Sørensen Living Quarters,Oslo
90828156,59.916410,10.71071,npc,Her bodde Leopold Krupp,Oslo
93418701,59.921506,10.707806,npc,Her Stod En Gang Et Tre,Oslo
92482333,59.880652,10.496752,dungeon,Hiltonåse Lekeplass,Oslo
91928103,59.914730,10.79523,npc,Historical Tribute 1 Øre,Oslo
92695106,59.887281,10.707281,dungeon,Historisk Sisterne,Oslo
90788049,59.925890,10.73389,npc,Hjallis,Oslo
90353081,59.919510,10.71211,dungeon,Hodeløs Liggende Dame,Oslo
90354444,59.933860,10.77676,special,Hodet N. N. 2012,Oslo
91575024,59.925094,10.675294,dungeon,Hoff,Oslo
92156375,59.930017,10.675217,dungeon,Hoff Gård,Oslo
90464484,59.944794,10.679994,dungeon,Holmendammen,Oslo
90234177,59.948156,10.681156,npc,Holmendammen Hoffselven,Oslo
90362677,59.960410,10.66641,special,Holmenkollen Restaurant,Oslo
92826868,59.983018,11.028018,dungeon,Holt Vestvollen Hinderløype,Oslo
93185594,59.984060,11.02406,npc,Holtparken Sandvolleyballbane,Oslo
92559291,59.924123,10.728823,npc,Homansbyen,Oslo
91165127,59.843865,10.455865,dungeon,Høn Stasjon,Oslo
92130061,59.882101,10.499101,dungeon,Hoppbakken i Juterudveien,Oslo
92559345,59.926942,10.720442,npc,House of Oscar Mathisen (1888-1954),Oslo
90897616,59.888909,10.551109,special,Houses in Fjords,Oslo
90338298,59.894447,10.727047,dungeon,Hovedøya Kirke,Oslo
92345260,59.921002,10.791102,npc,Hovinbekken lekeplass,Oslo
93027791,59.918646,10.784346,npc,Hovinveien lekeplass,Oslo
92928511,59.951873,10.653873,dungeon,Hovseter infoskilt,Oslo
90338325,59.946405,10.654605,dungeon,Hovseter Stasjon,Oslo
90411370,59.949594,10.655594,dungeon,Hovseterhallen,Oslo
92747480,59.950735,10.655235,dungeon,Hovseterpaviljongen,Oslo
93568423,59.869997,10.894997,dungeon,Høyas Trailmarker,Oslo
92368398,59.941057,10.912157,dungeon,Høybråten Kirkegård Alter,Oslo
90411458,59.966883,10.935883,dungeon,Høybråten Stovner Idrettslag,Oslo
93514826,59.905866,10.819766,npc,Høyenhall Metro Station,Oslo
91752631,59.902291,10.810291,dungeon,Høyenhall VEL-hus,Oslo
93483343,59.909457,10.736057,npc,Høymagasinet,Oslo
90411380,59.923406,10.693006,dungeon,Hugging Couple,Oslo
92460276,59.896106,10.675906,npc,Huk basketbane,Oslo
92227811,59.894844,10.674444,dungeon,Huk naturminne,Oslo
90354299,59.901513,10.766413,dungeon,Huldra,Oslo
92692028,59.970120,11.02012,dungeon,Hundeluftingsområde på Nittebergtangen,Oslo
91611637,59.891388,10.600088,dungeon,Hundremeterskogen,Oslo
91722088,59.852125,10.838125,dungeon,Huskåskli,Oslo
93514807,59.902325,10.821025,npc,Huskåskli i Harry Fetts vei,Oslo
90407820,59.957204,10.707204,dungeon,Husmor På Sykkel,Oslo
90540266,59.858096,10.463096,dungeon,Hvalstad stasjon,Oslo
90543893,59.843166,10.490166,dungeon,Hvalstrand Bad,Oslo
91665800,59.914975,10.637475,npc,Hvit brud,Oslo
93523027,59.903925,10.539925,dungeon,Hvor mange år?,Oslo
90353188,59.914518,10.716218,special,Hydroparken,Oslo
93566329,59.875844,10.794844,dungeon,Hyggjehjørnet i Nordseterskogen,Oslo
91106349,59.930911,10.736411,dungeon,Idioten,Oslo
90828178,59.914294,10.711294,npc,Indiske Ambassaden,Oslo
90353776,59.967966,10.730966,dungeon,Ingrid Kristiansen Statue,Oslo
90714899,59.920246,10.763046,npc,Ink Grafitti,Oslo
92730167,59.917288,10.806988,special,Intility Arena,Oslo
91636694,59.908694,10.709194,dungeon,Isbjørn,Oslo
90344683,59.911736,10.762136,dungeon,Islamic Cultural Centre Norway,Oslo
90411643,59.932111,10.712611,dungeon,Jan P. Syse Byste,Oslo
90723257,59.931091,10.663091,dungeon,Jan Vincent Johannesen,Oslo
91279297,59.918293,10.617293,npc,Jar Futuristiske Kirke,Oslo
90399175,59.917982,10.617982,dungeon,Jar Ishall,Oslo
90398880,59.922504,10.625004,dungeon,Jar Mølle,Oslo
90398892,59.926136,10.618736,dungeon,Jar Station,Oslo
91171638,59.952826,10.654826,npc,Jarbakken tennisbane og lekeplass,Oslo
91800023,59.887091,10.495091,special,Jardard IL Klubbhus,Oslo
91279327,59.926382,10.621082,npc,Jarhuset,Oslo
92412725,59.924862,10.616062,special,Jarmyra Fotballslette,Oslo
91924746,59.947355,10.820955,special,Jenta Ved Badedammen,Oslo
91779504,59.950870,10.89987,dungeon,Jettegryte,Oslo
90295313,59.926147,10.769047,dungeon,JM Skilt,Oslo
90962558,59.925811,10.743011,npc,Jødisk synagoge,Oslo
90353973,59.921498,10.743398,dungeon,Johan Sverdrup,Oslo
90353749,59.937571,10.730771,dungeon,John Collet,Oslo
91279235,59.908151,10.577151,dungeon,Johs Faales vei lekeplass,Oslo
91292695,59.861044,10.461044,dungeon,Johs. Hartmanns Pensjonatskole,Oslo
92316745,59.936134,10.771434,special,Jolly Kramer-Johansen Statue,Oslo
90578383,59.908638,10.782038,dungeon,Jordal Idrettspark,Oslo
91575061,59.918490,10.66379,dungeon,Jordans ambassade,Oslo
90411653,59.889041,10.552441,special,Jordkrefter,Oslo
91632790,59.913460,10.72886,dungeon,Jordmusikk,Oslo
91279352,59.891838,10.577438,npc,Josef Terbovens hytte,Oslo
92717485,59.899042,10.812042,npc,Julie av Henrik Finn,Oslo
93319257,59.919858,10.608958,dungeon,Kabelsteinen,Oslo
91786287,59.910498,10.767598,dungeon,Kafé Saba,Oslo
90398831,59.920466,10.644666,dungeon,Kajalund,Oslo
90359204,59.954415,10.877015,special,Kalbakken Bru,Oslo
92717514,59.947896,10.865896,dungeon,Kalbakkslyngen Lekeplass,Oslo
93597553,59.928105,10.697705,npc,Kalender-solur,Oslo
91182330,59.909385,10.520385,dungeon,Kalkstien,Oslo
90354108,59.932062,10.752262,special,Kalven,Oslo
91655301,59.864831,10.822831,dungeon,Kamomille Lekeplass,Oslo
90841374,59.913818,10.781018,npc,Kampen Bydelshus,Oslo
90354579,59.911895,10.781595,dungeon,Kampen Kirke,Oslo
90941624,59.913247,10.785047,dungeon,Kampen Økologiske Barnebondegård,Oslo
91780031,59.915585,10.781685,special,Kampen Vannspeil,Oslo
93746961,59.892078,10.729078,npc,Kanonbatterier / Artillery battery,Oslo
91287948,59.849177,10.816177,npc,Kantarellen,Oslo
90714921,59.918374,10.756974,npc,Kari Trestakk,Oslo
93194303,59.964159,11.004159,npc,Karisveien lekeplass #2,Oslo
92368402,59.943938,10.916938,dungeon,Karl Andersen,Oslo
93104842,59.892161,10.618461,dungeon,Kast,Oslo
91865944,59.906146,10.719746,npc,Kavringen badebrygge,Oslo
90354235,59.914846,10.762046,dungeon,Keep Dreaming Mural,Oslo
92070488,59.917310,10.65911,npc,Keramikk galleri old house,Oslo
90714881,59.921350,10.76365,npc,Key-Eye,Oslo
92350241,59.923282,10.784882,npc,Keyserløkka hagelag,Oslo
91751941,59.890901,10.779901,special,KFUM Stadion,Oslo
90338581,59.888870,10.78087,dungeon,KFUM-HALLEN,Oslo
92951171,59.912551,10.763051,npc,Kid's Creativity Mural,Oslo
93408552,59.918508,10.615808,dungeon,Kirkebakken tursti,Oslo
91886581,59.842049,10.436049,npc,Kirkelia fotballøkke,Oslo
93837727,59.905010,10.48001,npc,Kirkerudbakken utegym,Oslo
93061548,59.962904,11.056904,dungeon,Kjeller Flyplass Kulturminne,Oslo
93194135,59.975927,11.037927,dungeon,Kjeller Vestre Amfibiedam,Oslo
93319218,59.964065,10.785065,dungeon,Kjelsås Rotating Mural,Oslo
90543857,59.886393,10.525593,dungeon,Kjørbo fontene,Oslo
90354294,59.899694,10.765794,dungeon,Klang,Oslo
91649041,59.855096,10.829096,dungeon,Klatreparken,Oslo
91772630,59.954325,10.846925,dungeon,Klatreparken på Sandåssletta,Oslo
91721303,59.941174,10.900774,npc,Klatrestolper,Oslo
90354729,59.954488,10.788488,special,Klatretårn,Oslo
90353658,59.950970,10.72597,dungeon,Klaus Torgårds Tvillinger,Oslo
93146749,59.919777,10.772977,npc,Klimahuset i Botanisk Hage,Oslo
90425926,59.949182,10.715182,npc,Klokke På Veggen,Oslo
90366169,59.914633,10.806133,dungeon,Klokketårn Østre Gravlund,Oslo
90344709,59.911410,10.75031,dungeon,Klokketårnet På Jernbanetorget,Oslo
91032328,59.930216,10.485816,dungeon,Klovn,Oslo
90338652,59.912470,10.76077,npc,Klovner i kamp,Oslo
93175882,59.921502,10.774502,npc,Klumpen,Oslo
92524013,59.977029,10.653029,dungeon,Knivkjuke,Oslo
93104836,59.894788,10.630788,special,Knowing doing planet,Oslo
92757492,59.946831,11.035831,dungeon,Knut Torstensens Memorial,Oslo
93526199,59.888639,10.615539,npc,Koksaklatrevegg,Oslo
91182337,59.916592,10.519092,dungeon,Kolsåsstupene Naturreservat,Oslo
93523064,59.933908,10.509008,dungeon,Kolsåstoppen nordre turskilt 1,Oslo
90338331,59.893247,10.732547,dungeon,Kommandantboligen,Oslo
90354412,59.914126,10.775226,dungeon,Konene ved vannposten,Oslo
90352630,59.911496,10.680396,special,Kong Olav Kalven,Oslo
92557371,59.917938,10.693238,npc,Kongelige Danske Ambassaden,Oslo
90352908,59.909656,10.702356,dungeon,Kongen,Oslo
90543853,59.886572,10.531672,special,Krabbe,Oslo
92432085,59.921390,10.72959,npc,Kremtel,Oslo
93526196,59.887536,10.618936,npc,Krigsminner,Oslo
90337111,59.962828,10.734828,npc,Kringsjå Stasjon,Oslo
90360522,59.942847,10.636847,dungeon,Kristian Aubert Memorial Stone,Oslo
90366916,59.868091,10.839091,dungeon,Krokodille - 1994,Oslo
91279344,59.907798,10.588898,npc,Krokvolden fotballbane,Oslo
90714621,59.923246,10.764146,npc,Kuben i Sofienbergparken,Oslo
90354736,59.884465,10.788865,dungeon,Kule Og Kube,Oslo
90540298,59.877677,10.479877,dungeon,Kultursti Billingstad,Oslo
90354379,59.916665,10.772765,special,Kunnskapens Eple,Oslo
90345961,59.902710,10.78811,npc,Kunst i Kværnertrappa,Oslo
92559709,59.916086,10.721186,npc,Kunst Ved Trikkestopp,Oslo
91022102,59.922094,10.584894,npc,Kunstgressbanen Arena,Oslo
92412843,59.927013,10.617013,npc,Kunstgressbanen på Jarmyra,Oslo
90714679,59.925430,10.75363,npc,Kunsthøgskolen i Oslo,Oslo
92432101,59.919258,10.730458,npc,Kunstnernes Hus,Oslo
92551916,59.904562,10.786662,dungeon,Kværnerbyen wall art,Oslo
93526129,59.927368,10.731168,npc,Kvindernes Boligselskap A/S,Oslo
90353892,59.924872,10.740272,special,Kvinne av Ørnulf Bast,Oslo
90832407,59.912358,10.731158,npc,Kvinne med lekende barn,Oslo
90365957,59.913190,10.64529,npc,Kvinneklokka,Oslo
93523013,59.893000,10.534,dungeon,Lakseberget tursti,Oslo
91655410,59.874029,10.812029,npc,Lambertseter Library,Oslo
91655269,59.870886,10.817886,npc,Lambertseter Stadion,Oslo
91537218,59.871177,10.725177,special,Langøyene Fergestasjon,Oslo
92460275,59.895638,10.676838,special,Large Arch,Oslo
91757811,59.911825,10.720725,npc,Lassons gate lekeplass,Oslo
90337997,59.898346,10.730746,dungeon,Lavetthuset,Oslo
91772868,59.902189,10.835889,special,Låveveien Fountain,Oslo
90366316,59.910625,10.812925,dungeon,Lazy Fountain,Oslo
91637554,59.907413,10.720313,npc,Leaf Bo,Oslo
91029779,59.926010,10.48261,dungeon,Leke,Oslo
92300246,59.894990,10.61459,npc,Lekeapparater i Nansenparken,Oslo
92457811,59.895073,10.568073,dungeon,Lekeborg Glassverkveien,Oslo
91175137,59.911039,10.545039,dungeon,Lekeborg i Durud,Oslo
91313685,59.927010,10.48101,npc,Lekekroken,Oslo
90353165,59.945979,10.715979,dungeon,Lekende Barn,Oslo
90366053,59.919685,10.800985,dungeon,Lekeparken i Valle Borettslag,Oslo
93175886,59.922194,10.776694,npc,Lekeplass,Oslo
91724710,59.963174,10.875174,npc,Lekeplass 2 i Ammerudlia borettslag,Oslo
91313661,59.927896,10.477896,npc,Lekeplass for de små,Oslo
93188429,59.971117,10.992117,special,Lekeplass i Gjelleråsen Borettslag,Oslo
91047259,59.918887,10.810987,npc,Lekeplass i Gullhaug Borettslag,Oslo
91047288,59.919734,10.812134,special,Lekeplass i Helsfyr Borettslag,Oslo
92421714,59.905507,10.624607,npc,Lekeplass i John Strandruds vei,Oslo
92655267,59.982940,11.03094,npc,Lekeplass i Lensmann Klevs vei,Oslo
91649959,59.970904,10.905904,npc,Lekeplass i Øvre Svarttjern,Oslo
93569700,59.874930,10.80793,dungeon,Lekeplass i Radarveien,Oslo
93299187,59.967880,10.89188,npc,Lekeplass i Ravnkollen borettslag,Oslo
93146744,59.920413,10.774513,npc,Lekeplass i Sofienberggata,Oslo
92364574,59.923794,10.782894,npc,Lekeplass Keyserløkka nord,Oslo
91021830,59.921981,10.782481,npc,Lekeplass Keyserløkka Sør,Oslo
93318679,59.936971,10.999971,npc,Lekeplass Nordbygrenda,Oslo
92442563,59.893653,10.609453,npc,Lekeplass nr 2,Oslo
93526183,59.893291,10.608191,npc,Lekeplass nr 3,Oslo
93323156,59.941049,10.785049,npc,Lekeplass på Nordre Åsen,Oslo
91175156,59.914653,10.555653,dungeon,Lekeplassen,Oslo
91313674,59.927083,10.477083,npc,Lekeplassen i bringebærstien,Oslo
92803798,59.955065,11.033065,npc,Lekeplassen i Depotgata,Oslo
91175135,59.911521,10.546621,dungeon,Lekeplassen i Durudveien,Oslo
91353553,59.930956,10.917956,dungeon,Lekeplassen i Munkebekken,Oslo
92012247,59.942091,10.888091,npc,Lekeplassen ved Furuset Kirke,Oslo
92896772,59.889998,10.616198,dungeon,Lekeskulpturer,Oslo
90354750,59.919222,10.790922,dungeon,Lekestubbene,Oslo
92773980,59.970096,10.643096,dungeon,Liabakken lekeplass med klatring,Oslo
90410463,59.935426,10.772026,npc,Liggende foleunge,Oslo
93376904,59.923510,10.73461,npc,Lille Bislett streetbasket,Oslo
92350489,59.918749,10.781749,npc,Lille Tøyen sykehjem 1920,Oslo
92302111,59.924267,10.637067,npc,Lilleaker Folkets Hus,Oslo
91683294,59.920301,10.632701,npc,Lilleaker Vest Lekeplass,Oslo
92729794,59.919104,10.800204,npc,Lillebergsvingen lekeplass,Oslo
90354324,59.933934,10.768834,special,Lilleborgbanen Graffiti Wall,Oslo
91190898,59.954867,10.857867,dungeon,Lillegrei Sportsbane,Oslo
91414929,59.893902,10.604702,dungeon,Lilleøya Våtmarker Infoskilt,Oslo
93152313,59.955031,11.054031,dungeon,Lillestrøm Metodistkirke,Oslo
92870366,59.961818,11.032818,npc,Lillestrøm tennisklubb,Oslo
90912299,59.953146,11.046146,dungeon,Lillestrøm Togstasjon,Oslo
92572955,59.944520,10.77112,special,Lillo Gård,Oslo
92300182,59.890073,10.606073,npc,Lilløyplassen Infosign 2,Oslo
90171199,59.894330,10.59863,npc,Lilløyplassen Naturhus,Oslo
92640584,59.929878,10.882878,special,Lindeberg Ballbinge,Oslo
91009778,59.928969,10.878969,special,Lindeberg Park,Oslo
91009798,59.930107,10.876107,special,Lindeberg Utegym,Oslo
91009772,59.932023,10.879023,special,Lindebergskogen Ballplass,Oslo
90411870,59.943507,10.832707,dungeon,Linderud Gård,Oslo
93082541,59.908512,10.641612,dungeon,Linedanseren,Oslo
93523072,59.950997,10.473997,dungeon,Lions gapahuk ved Lommedalen skisenter,Oslo
92065787,59.902029,10.561029,special,Lite hus,Oslo
90353835,59.936633,10.735633,dungeon,Liten jente - Ullevål,Oslo
92426726,59.894799,10.623399,npc,Liten lekeplass i Regattaveien,Oslo
91837463,59.881904,10.484904,npc,Liten lekeplass på Reverudåsen,Oslo
90353851,59.906368,10.736268,dungeon,Little Bird,Oslo
91106341,59.930247,10.739847,dungeon,Little Girl Fountain,Oslo
90353962,59.916007,10.742707,dungeon,Little Green Men,Oslo
90399100,59.904049,10.587049,dungeon,Livets Vann,Oslo
91723425,59.928446,10.696146,special,Livshjulet,Oslo
93420395,59.854161,10.801161,dungeon,Ljabru trikkeholdeplass,Oslo
90354662,59.853070,10.78507,dungeon,Ljan Trainstation,Oslo
90366176,59.848922,10.805922,dungeon,Ljanselva Miljøpark Kart,Oslo
92893824,59.841182,10.775182,dungeon,Ljanselvs info - Fiskevollen,Oslo
93075913,59.907307,10.638307,dungeon,Loke,Oslo
93523030,59.906814,10.552914,special,Løkebergtunet lekeplass,Oslo
93318710,59.923823,10.998823,dungeon,Løkka ballbinge,Oslo
90463147,59.927278,10.763278,npc,Løkka Steinansikter,Oslo
91290047,59.914222,10.673022,dungeon,Løkken Hengsengen,Oslo
91027517,59.982008,10.484008,dungeon,Lommedalsbanen,Oslo
92070246,59.908099,10.722199,npc,Long Fountain,Oslo
92070434,59.915003,10.652003,npc,Long Water Fountain,Oslo
92717238,59.976831,10.630831,dungeon,Lønn i skogen ved Jegersborg,Oslo
90354353,59.918478,10.771378,special,Lønnefrukter,Oslo
93318702,59.937143,10.990143,special,Lørdagsrud fotballbane,Oslo
90411961,59.930776,10.793676,dungeon,Løren post i butikk,Oslo
90366097,59.935317,10.804517,dungeon,Lørenhallen,Oslo
93472670,59.928986,10.796686,dungeon,Lørenporten lekeplass,Oslo
93214251,59.925107,10.985107,dungeon,Lørenskog Kirke,Oslo
91250624,59.929486,10.797986,npc,Lørenveien lekeplass,Oslo
92432083,59.920768,10.728968,npc,Lorry Lion,Oslo
90354004,59.914893,10.749393,dungeon,Løvefontene,Oslo
90350541,59.913894,10.711894,dungeon,Løven i Niels Juels Gate,Oslo
93254725,59.961083,11.069083,npc,LSK Hallen,Oslo
90164297,59.957000,11.029,dungeon,Lyden av Lillestrøm,Oslo
90366003,59.911402,10.641502,npc,Lysaker brygge holdeplass for båt,Oslo
90365641,59.913062,10.637362,npc,Lysaker Bus Station,Oslo
90366236,59.911907,10.636307,npc,Lysaker Postkontor,Oslo
90365789,59.913836,10.636836,npc,Lysaker Togstasjon,Oslo
91279300,59.918514,10.629614,npc,Lysakerelva Naturområde,Oslo
90302948,59.978057,10.655057,dungeon,Lysebu 96,Oslo
92872057,59.932836,10.634836,dungeon,Lysejordet Grendehus,Oslo
91412162,59.908890,10.73459,npc,M314 Museum,Oslo
90353933,59.904520,10.74112,dungeon,M48 Tank,Oslo
90972252,59.918036,10.587036,dungeon,Madame Coop,Oslo
90398872,59.929888,10.629888,dungeon,Magmaganger,Oslo
92367509,59.930399,10.714599,npc,Majorstuen Station,Oslo
90848889,59.910947,10.793347,npc,Malerhaugen Gård,Oslo
90365829,59.914850,10.63485,npc,Malstrøm,Oslo
91177555,59.943686,10.514186,dungeon,Måltid,Oslo
90366571,59.895125,10.826125,dungeon,Manglerud Bad,Oslo
